range,ranging_attempt_count,ranging_time_millisecond
1.50,158,164
1.47,49,52
1.85,374,386
1.30,157,163
1.36,589,607
1.48,373,385
1.18,50,53
1.07,50,53
1.15,158,164
1.14,50,53
1.16,158,164
1.15,965,993
1.91,589,607
1.17,373,385
1.55,265,274
1.79,50,53
1.30,104,108
1.13,373,385
2.07,157,163
1.88,697,718
1.91,50,53
1.85,588,606
1.90,50,53
2.00,373,385
1.88,50,53
1.46,804,828
1.12,158,164
1.51,50,53
1.73,50,53
1.34,158,164
1.33,49,52
2.24,482,497
1.34,49,52
1.72,50,53
1.62,50,53
1.45,158,164
1.60,157,163
1.09,50,53
1.69,481,496
1.71,104,108
1.74,49,52
1.73,158,164
1.72,158,164
1.75,481,496
1.68,50,53
1.61,804,828
1.62,265,274
1.63,50,53
1.67,373,385
1.65,158,164
1.63,697,718
1.72,50,53
1.73,159,165
1.70,481,496
1.76,266,275
1.56,374,386
1.41,535,551
1.73,481,496
1.70,50,53
1.85,266,275
1.80,212,219
1.21,482,497
1.18,698,719
1.27,157,163
1.22,158,164
1.17,266,275
1.39,806,830
1.38,374,386
1.45,50,53
1.81,482,497
1.29,319,329
1.75,158,164
1.71,50,53
1.55,482,497
2.01,373,385
2.37,158,164
1.21,266,275
1.43,806,830
1.87,697,718
1.88,50,53
1.71,50,53
1.68,158,164
1.80,158,164
1.92,482,497
1.13,967,995
1.33,158,164
1.23,481,496
1.23,158,164
1.38,374,386
1.23,1993,2050
1.37,697,718
1.24,158,164
1.61,158,164
1.66,50,53
1.53,374,386
1.20,590,608
1.57,265,274
1.35,266,275
1.25,482,497
1.35,2856,2937
1.21,1130,1163
1.15,482,497
1.05,697,718
1.98,806,830
1.16,589,607
1.62,158,164
1.25,266,275
1.13,590,608
1.25,50,53
1.66,158,164
1.37,481,496
1.35,50,53
1.81,1453,1495
1.79,158,164
1.83,374,386
1.69,805,829
1.79,158,164
1.85,482,497
1.84,1127,1160
1.74,1345,1384
1.70,698,719
1.74,1237,1273
1.68,50,53
1.60,589,607
1.71,266,275
1.68,1453,1495
1.64,212,219
1.63,805,829
1.68,158,164
2.01,374,386
1.96,50,53
2.01,158,164
1.80,1343,1382
1.42,481,496
1.58,1022,1052
1.18,482,497
1.91,482,497
1.33,1021,1051
1.31,374,386
1.38,805,829
1.27,50,53
1.34,482,497
1.32,482,497
1.33,1130,1162
1.27,49,52
1.28,50,53
1.27,158,164
1.26,50,53
1.33,428,441
1.31,49,52
1.23,50,53
1.28,212,219
1.43,860,885
1.48,50,53
1.32,266,275
1.45,211,218
1.46,482,496
1.58,49,52
1.07,50,53
1.40,374,385
1.39,644,663
1.49,212,219
1.70,374,386
1.30,158,164
1.65,266,275
1.22,319,329
1.27,50,53
1.23,49,52
1.60,429,442
1.50,49,52
1.61,374,386
1.61,158,164
1.67,644,663
1.36,158,164
1.52,482,496
1.47,49,52
1.38,50,53
1.44,51,54
1.24,320,330
1.51,319,329
1.22,319,329
1.46,157,163
1.49,158,164
1.34,158,164
1.25,50,53
1.25,428,441
1.22,158,164
1.54,536,552
1.25,1077,1108
1.69,157,163
1.49,158,164
1.54,50,53
1.48,158,164
1.49,50,53
1.38,266,275
1.41,158,164
1.42,266,275
1.46,50,53
1.50,320,330
1.68,211,218
1.33,49,52
1.75,212,219
1.46,157,163
1.46,50,53
1.68,50,53
1.84,50,53
1.73,49,52
1.53,212,219
1.51,426,439
1.45,50,53
1.45,157,163
1.44,158,164
1.40,373,384
1.59,320,330
1.73,157,163
1.27,535,551
1.30,481,495
1.26,373,384
1.34,211,218
1.31,265,274
1.28,158,164
1.35,50,53
1.39,481,495
1.59,49,52
1.66,266,275
1.27,265,274
1.35,158,164
1.25,50,53
1.50,158,164
1.23,481,495
1.23,373,384
1.38,157,163
1.81,158,164
1.27,481,495
1.37,211,218
1.33,211,218
1.23,157,163
1.48,374,385
1.46,157,163
1.35,428,441
1.50,319,329
1.19,481,495
1.18,157,163
1.54,482,496
1.59,534,550
1.27,320,330
1.31,211,218
1.31,157,163
1.28,50,53
1.25,50,53
1.27,158,164
1.33,157,163
1.35,50,53
1.25,158,164
1.41,49,52
1.39,212,219
1.10,481,495
1.16,265,274
1.34,265,274
1.35,50,53
1.07,158,164
1.57,49,52
1.61,266,275
1.06,50,53
1.18,374,386
1.22,211,218
1.21,49,52
1.23,482,496
1.47,319,329
1.59,265,274
1.30,751,773
1.30,265,274
1.51,266,275
1.42,319,329
1.30,49,52
1.22,158,164
1.92,266,275
1.92,49,52
1.19,266,275
1.14,50,53
1.32,50,53
1.15,319,329
1.21,211,218
1.00,319,329
1.08,373,384
1.12,319,329
1.94,319,329
1.79,319,329
1.72,49,52
1.73,158,164
1.68,49,52
1.64,50,53
1.67,50,53
1.76,50,53
1.85,266,275
1.64,265,274
1.39,49,52
1.44,212,219
1.49,319,329
1.34,157,163
1.35,266,275
1.38,49,52
1.38,50,53
1.45,482,496
1.51,50,53
1.64,320,330
1.43,319,329
1.34,266,275
1.52,49,52
1.24,320,330
1.28,266,275
1.33,49,52
1.55,158,164
1.51,374,385
1.49,49,52
1.44,50,53
1.33,321,331
1.44,319,329
1.46,157,163
1.44,50,53
1.34,158,164
1.46,50,53
2.08,266,275
2.09,158,164
1.72,320,330
1.24,319,329
1.97,158,164
1.59,320,330
1.24,373,384
1.17,158,164
1.43,482,496
1.30,266,275
1.61,211,218
1.09,1454,1495
2.00,158,164
1.14,50,53
1.86,158,164
1.87,50,53
1.76,158,164
1.84,50,53
1.89,157,163
1.34,536,552
1.21,159,165
1.24,157,163
1.17,374,386
1.95,158,164
1.59,50,53
1.81,320,330
1.49,266,275
1.66,49,52
1.69,320,330
1.30,266,275
1.68,49,52
1.06,321,331
1.68,50,53
1.82,50,53
1.88,104,108
1.91,49,52
1.47,104,108
1.50,266,274
1.95,50,53
1.86,158,164
1.58,104,108
1.52,319,329
1.59,159,165
1.57,49,52
1.50,321,331
1.39,50,53
1.20,50,53
1.06,320,330
1.51,321,331
1.42,103,107
1.53,320,330
1.36,50,53
1.41,321,331
1.50,158,164
1.45,158,164
1.72,104,108
1.91,49,52
1.86,699,719
1.23,50,53
1.45,104,108
1.71,211,218
1.53,429,442
2.10,320,330
2.13,104,108
2.21,50,53
1.54,266,274
2.12,49,52
1.54,50,53
2.00,104,108
2.21,698,718
2.24,50,53
2.26,159,165
2.30,49,52
2.28,50,53
2.73,321,331
1.82,104,108
1.59,211,218
1.83,50,53
1.97,158,164
1.41,50,53
1.95,50,53
1.52,536,551
1.29,212,219
1.66,50,53
1.67,50,53
1.08,320,330
1.76,320,330
1.53,158,164
1.39,212,219
1.62,266,274
1.36,50,53
1.47,266,274
1.14,320,330
1.33,158,164
1.78,157,162
1.25,104,108
1.24,50,53
1.26,158,164
1.41,212,219
1.70,49,52
1.71,158,164
1.59,158,164
1.26,915,940
1.64,482,496
1.47,49,52
1.52,50,53
1.49,158,164
1.70,212,219
1.64,428,441
1.55,158,164
1.56,428,441
1.96,104,108
2.01,103,107
2.09,320,330
1.73,50,53
1.70,266,274
1.53,50,53
1.75,158,164
1.72,49,52
1.73,50,53
1.92,105,109
1.61,157,163
1.79,212,219
2.07,482,496
1.96,49,52
1.68,158,164
1.56,428,441
1.58,50,53
1.55,50,53
1.70,104,108
1.63,49,52
1.57,158,164
1.60,266,274
1.93,482,496
1.69,428,441
2.02,158,164
1.55,1127,1158
1.65,157,163
1.95,157,162
1.24,158,164
1.19,211,218
1.22,50,53
1.23,481,495
1.29,49,52
1.21,50,53
1.64,103,107
1.37,104,108
1.34,157,163
1.44,50,53
1.63,212,219
1.68,49,52
1.70,50,53
1.78,103,107
1.59,157,163
1.57,50,53
1.82,104,108
1.66,157,162
1.74,428,441
1.57,914,939
1.64,589,606
1.34,212,219
1.30,49,52
1.21,50,53
1.19,211,218
1.24,320,330
1.48,103,107
1.40,104,108
1.24,157,163
1.21,50,53
1.42,103,107
1.34,212,219
1.37,157,163
1.51,158,164
1.31,49,52
1.14,104,108
1.36,49,52
1.21,158,164
1.28,158,164
1.59,427,440
1.18,50,53
1.69,212,219
1.36,157,163
1.87,157,162
1.42,50,53
1.35,50,53
1.45,320,330
1.47,50,53
1.23,157,163
1.26,104,108
1.56,211,218
1.76,157,162
1.53,374,385
1.78,157,162
1.30,104,108
1.38,49,52
1.26,158,164
1.80,50,53
1.40,158,164
1.45,319,329
1.48,158,164
1.49,50,53
1.40,50,53
1.58,535,550
1.35,212,219
1.24,211,218
1.31,158,164
1.47,805,828
1.41,50,53
1.33,50,53
1.22,50,53
1.23,50,53
1.43,104,108
1.27,103,107
1.33,211,218
1.35,157,162
1.34,805,828
1.33,50,53
1.35,50,53
1.30,158,164
1.35,157,163
1.22,320,330
1.23,158,164
1.23,104,108
1.19,49,52
1.27,50,53
1.21,158,164
1.27,427,440
1.31,158,164
1.37,50,53
1.27,103,107
1.24,104,108
1.20,49,52
1.21,50,53
1.19,1129,1160
1.29,535,550
1.34,50,53
1.21,104,108
1.40,320,330
1.22,50,53
1.40,158,164
1.20,969,996
1.27,158,164
1.35,212,219
1.50,49,52
1.53,50,53
1.30,104,108
1.32,50,53
1.15,104,108
1.48,319,329
1.18,50,53
1.40,212,219
1.19,212,219
1.21,157,162
1.17,50,53
1.31,50,53
1.20,212,219
1.31,211,218
1.32,483,497
1.12,427,440
1.20,50,53
1.29,158,164
1.21,50,53
1.21,158,164
1.19,320,330
1.16,158,164
1.24,104,108
1.22,103,107
1.20,320,330
1.17,50,53
1.15,158,164
1.14,104,108
1.35,482,496
1.35,49,52
1.45,50,53
1.53,482,496
1.44,158,164
1.60,50,53
1.70,1130,1161
1.28,104,108
1.48,49,52
1.35,483,497
1.34,49,52
1.88,104,108
1.56,481,495
1.60,212,219
1.42,157,163
1.47,212,219
1.49,265,273
1.52,320,330
1.51,266,274
1.44,49,52
1.47,50,53
1.43,158,164
1.51,212,219
1.53,158,164
1.53,50,53
1.52,50,53
1.49,50,53
1.43,374,385
1.53,157,163
1.56,212,219
1.53,266,274
1.53,374,385
1.41,427,440
1.89,51,54
1.35,265,273
1.48,753,775
1.38,50,53
1.41,158,164
