3.10,49,52
3.16,535,551
3.12,643,662
3.14,49,52
3.13,50,53
3.11,427,440
3.10,480,495
3.11,158,164
3.11,534,550
3.10,158,164
3.01,372,384
3.09,158,164
3.07,50,53
3.06,50,53
3.13,158,164
3.09,157,163
3.10,50,53
3.10,535,551
3.11,103,107
3.07,157,163
3.07,266,275
3.11,50,53
3.17,49,52
3.11,374,386
3.07,157,163
3.10,374,386
3.09,103,107
3.08,158,164
3.10,157,163
3.06,50,53
3.05,50,53
3.16,481,496
3.06,373,385
3.15,104,108
3.06,750,772
3.18,265,274
3.10,158,164
3.16,265,274
3.15,374,386
3.13,643,662
3.16,803,826
3.15,643,662
3.16,49,52
3.12,158,164
3.15,50,53
3.17,696,716
3.13,50,53
3.14,157,163
3.15,50,53
3.13,158,164
3.14,265,274
3.16,158,164
3.09,697,717
3.11,49,52
3.13,589,606
3.15,158,164
3.22,50,53
3.04,426,439
3.12,158,164
3.06,535,551
3.07,49,52
3.07,50,53
3.08,50,53
3.12,535,551
3.10,1289,1326
3.10,158,164
3.08,481,496
3.16,157,163
3.15,750,772
3.12,373,385
3.15,481,496
3.12,50,53
3.08,50,53
3.10,427,440
3.11,266,274
3.13,481,495
3.13,427,440
3.12,50,53
3.09,50,53
3.10,50,53
3.06,212,219
3.12,103,107
3.10,49,52
3.12,158,164
3.13,50,53
3.10,157,162
3.15,428,441
3.09,321,331
3.07,50,53
3.11,158,164
3.13,320,330
3.10,212,219
3.15,50,53
3.12,320,330
3.11,158,164
3.13,50,53
3.12,1077,1107
3.14,212,219
3.10,482,496
3.09,320,330
3.07,158,164
3.89,211,218
3.15,50,53
3.13,428,441
3.12,158,164
3.11,212,219
3.07,211,218
3.08,50,53
3.15,158,164
3.09,158,164
3.04,49,52
4.50,158,164
3.08,50,53
3.08,50,53
3.17,50,53
3.18,158,164
3.14,158,164
3.03,50,53
3.06,860,884
3.11,211,218
3.11,482,496
3.90,157,162
3.09,375,386
3.13,211,218
3.15,320,330
3.12,266,274
3.15,212,219
3.15,427,440
3.06,50,53
3.15,158,164
3.06,158,164
3.06,50,53
3.15,158,164
3.14,428,441
3.19,50,53
3.08,158,164
3.17,50,53
3.09,212,219
3.09,427,440
3.05,482,496
3.08,158,164
3.05,266,274
3.06,50,53
3.08,50,53
3.86,103,107
3.15,50,53
3.14,374,385
3.10,158,164
3.10,158,164
3.05,158,164
3.09,50,53
3.10,50,53
3.09,158,164
3.10,50,53
3.08,320,330
3.08,158,164
3.11,50,53
3.09,158,164
3.10,428,441
3.11,50,53
3.17,158,164
3.09,50,53
3.06,50,53
3.08,158,164
3.12,50,53
3.06,158,164
3.13,50,53
3.06,50,53
3.07,50,53
3.11,158,164
3.12,158,164
3.16,49,52
3.15,266,274
3.06,50,53
3.11,320,330
3.11,158,164
3.11,483,497
3.04,49,52
3.09,50,53
3.08,320,330
3.08,159,165
3.10,320,330
3.04,158,164
3.14,158,164
3.12,50,53
3.11,50,53
3.14,158,164
3.10,50,53
3.08,49,52
3.19,213,220
3.11,103,107
3.55,319,329
3.93,50,53
3.05,50,53
3.09,267,275
3.08,49,52
3.15,267,275
3.13,49,52
3.18,158,164
3.08,158,164
3.07,50,53
3.16,158,164
3.19,374,385
3.14,50,53
3.10,482,496
3.08,50,53
3.06,590,607
3.13,49,52
3.07,267,275
3.06,158,164
3.13,320,330
3.17,158,164
3.10,211,218
3.11,50,53
3.12,320,330
3.14,50,53
3.16,50,53
3.14,158,164
3.17,158,164
3.12,212,219
3.13,49,52
3.14,428,441
3.17,50,53
3.14,212,219
3.09,49,52
4.44,320,330
3.15,51,54
3.16,49,52
3.17,50,53
3.14,267,275
3.12,49,52
3.14,266,274
3.13,50,53
3.12,537,552
3.12,49,52
3.17,50,53
3.16,158,164
3.13,50,53
3.15,266,274
3.09,158,164
3.13,804,826
3.15,157,162
3.17,212,219
3.11,103,107
3.18,49,52
3.19,50,53
3.09,427,440
3.16,534,549
3.14,534,549
3.08,319,329
3.17,320,330
3.13,50,53
3.14,50,53
3.13,158,164
3.14,805,828
3.16,50,53
3.16,212,219
3.12,157,162
3.14,157,162
3.12,50,53
3.17,482,496
3.14,49,52
3.16,158,164
3.06,211,218
3.16,265,273
3.13,158,164
3.18,50,53
3.16,49,52
3.14,50,53
3.13,212,219
3.15,157,162
3.13,50,53
3.21,50,53
3.18,50,53
3.12,50,53
3.10,50,53
3.14,50,53
3.15,157,162
3.11,50,53
3.19,50,53
3.19,50,53
3.10,50,53
3.16,158,164
3.15,481,495
3.13,49,52
3.08,50,53
3.12,320,330
3.06,50,53
3.15,50,53
3.11,50,53
3.03,50,53
3.10,589,606
3.12,158,164
3.48,535,550
3.16,50,53
3.05,158,164
3.08,49,52
3.14,320,330
3.15,320,330
3.09,50,53
3.02,50,53
3.17,211,218
3.08,320,330
3.09,211,218
3.15,211,218
3.12,535,550
3.11,158,164
4.51,49,52
3.14,50,53
3.16,212,219
3.06,103,107
3.15,50,53
3.08,697,717
3.16,158,164
3.09,266,274
3.15,211,218
3.01,157,162
3.12,158,164
3.90,49,52
3.09,50,53
3.10,913,938
3.12,50,53
3.09,50,53
3.07,427,440
3.14,158,164
3.06,50,53
3.23,50,53
3.04,425,438
3.14,50,53
3.13,50,53
3.10,427,440
3.11,212,219
3.07,373,385
3.16,103,107
3.15,50,53
3.08,50,53
3.05,157,163
3.17,266,275
3.22,50,53
3.15,50,53
3.10,50,53
3.15,50,53
3.21,50,53
3.12,157,163
3.05,50,53
3.17,266,275
3.04,266,275
3.04,50,53
3.11,428,441
3.16,319,329
3.15,265,274
3.20,159,165
3.21,49,52
3.15,50,53
3.12,428,441
3.13,50,53
3.09,266,275
3.14,265,274
3.08,374,386
3.08,50,53
3.11,50,53
3.20,428,441
3.14,319,329
3.10,103,107
3.10,644,663
3.18,50,53
3.16,50,53
3.16,374,385
3.07,266,275
3.14,50,53
3.13,50,53
3.07,319,329
3.08,158,164
3.10,158,164
3.05,50,53
3.11,49,52
3.08,50,53
3.15,266,275
3.09,50,53
3.14,158,164
3.16,482,496
3.14,158,164
3.08,50,53
3.09,50,53
3.08,50,53
3.09,374,385
3.06,373,385
2.99,374,385
3.02,158,164
3.06,536,552
2.98,50,53
3.54,103,107
3.08,266,275
3.07,50,53
3.07,482,496
3.05,319,329
3.16,265,274
3.16,374,385
3.18,50,53
3.10,50,53
3.19,482,496
3.03,50,53
3.07,266,275
3.13,374,385
3.10,319,329
3.16,374,385
3.03,1075,1106
3.09,428,441
3.09,49,52
3.10,374,385
3.05,50,53
3.10,266,275
3.13,482,496
3.05,319,329
3.06,157,163
3.04,50,53
3.07,482,496
3.03,374,385
3.10,806,829
3.06,103,107
3.10,50,53
3.06,644,663
3.11,266,275
3.05,50,53
2.92,266,275
3.51,374,385
3.18,374,386
3.24,158,164
3.15,589,606
3.28,374,385
2.93,158,164
3.04,536,552
3.01,427,440
3.12,265,274
3.07,50,53
3.09,50,53
3.09,266,275
3.07,266,275
3.07,50,53
3.09,482,496
3.08,50,53
3.09,158,164
3.13,265,274
3.15,266,275
3.04,482,496
3.06,428,441
2.87,49,52
3.03,158,164
3.09,50,53
3.06,50,53
3.01,266,275
3.05,212,219
3.00,319,329
3.06,374,385
3.04,49,52
3.18,266,275
3.03,266,275
3.32,50,53
3.27,590,607
2.76,103,107
2.73,266,275
3.87,482,496
3.39,265,274
3.02,428,441
3.07,373,385
3.02,158,164
3.08,266,275
3.07,158,164
3.13,428,441
3.09,49,52
3.23,536,552
3.18,49,52
3.07,158,164
3.09,374,385
3.03,482,496
3.26,374,385
3.02,319,329
3.01,209,216
3.02,373,385
3.04,963,990
3.07,428,441
3.86,158,164
3.41,49,52
2.98,428,441
3.06,158,164
3.15,158,164
3.08,266,275
3.09,319,329
3.08,50,53
3.09,158,164
3.09,50,53
3.16,157,163
3.09,50,53
3.10,319,329
3.05,49,52
3.06,157,163
3.42,534,550
3.10,265,274
3.11,265,274
3.14,50,53
3.05,696,716
3.06,373,384
3.10,49,52
2.99,751,773
3.06,373,385
3.07,50,53
3.07,50,53
3.11,50,53
3.04,50,53
3.03,265,274
3.13,805,828
3.08,373,384
3.11,319,329
3.18,50,53
3.27,49,52
3.37,158,164
